"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Scaled F1 Sample"	"Abundances Scaled F2 Sample"	"Abundances Scaled F3 Sample"	"Abundances Scaled F4 Sample"	"Abundances Scaled F5 Sample"	"Abundances Scaled F6 Sample"	"Abundances Scaled F7 Sample"	"Abundances Scaled F8 Sample"	"Abundances Scaled F9 Sample"	"Abundances Scaled F10 Sample"	"Abundances Scaled F11 Sample"	"Abundances Scaled F12 Sample"	"Abundances Scaled F13 Sample"	"Abundances Scaled F14 Sample"	"Abundances Scaled F15 Sample"	"Abundances Scaled F16 Sample"	"Abundances Scaled F17 Sample"	"Abundances Scaled F18 Sample"	"Abundances Scaled F19 Sample"	"Abundances Scaled F20 Sample"	"Abundances Scaled F21 Sample"	"Abundances Scaled F22 Sample"	"Abundances Scaled F23 Sample"	"Abundances Scaled F24 Sample"	"Abundances Scaled F25 Sample"	"Abundances Scaled F26 Sample"	"Abundances Scaled F27 Sample"	"Abundances Scaled F28 Sample"	"Abundances Scaled F29 Sample"	"Abundances Scaled F30 Sample"	"Abundances Scaled F31 Sample"	"Abundances Scaled F32 Sample"	"Abundances Normalized F1 Sample"	"Abundances Normalized F2 Sample"	"Abundances Normalized F3 Sample"	"Abundances Normalized F4 Sample"	"Abundances Normalized F5 Sample"	"Abundances Normalized F6 Sample"	"Abundances Normalized F7 Sample"	"Abundances Normalized F8 Sample"	"Abundances Normalized F9 Sample"	"Abundances Normalized F10 Sample"	"Abundances Normalized F11 Sample"	"Abundances Normalized F12 Sample"	"Abundances Normalized F13 Sample"	"Abundances Normalized F14 Sample"	"Abundances Normalized F15 Sample"	"Abundances Normalized F16 Sample"	"Abundances Normalized F17 Sample"	"Abundances Normalized F18 Sample"	"Abundances Normalized F19 Sample"	"Abundances Normalized F20 Sample"	"Abundances Normalized F21 Sample"	"Abundances Normalized F22 Sample"	"Abundances Normalized F23 Sample"	"Abundances Normalized F24 Sample"	"Abundances Normalized F25 Sample"	"Abundances Normalized F26 Sample"	"Abundances Normalized F27 Sample"	"Abundances Normalized F28 Sample"	"Abundances Normalized F29 Sample"	"Abundances Normalized F30 Sample"	"Abundances Normalized F31 Sample"	"Abundances Normalized F32 Sample"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Abundance F4 Sample"	"Abundance F5 Sample"	"Abundance F6 Sample"	"Abundance F7 Sample"	"Abundance F8 Sample"	"Abundance F9 Sample"	"Abundance F10 Sample"	"Abundance F11 Sample"	"Abundance F12 Sample"	"Abundance F13 Sample"	"Abundance F14 Sample"	"Abundance F15 Sample"	"Abundance F16 Sample"	"Abundance F17 Sample"	"Abundance F18 Sample"	"Abundance F19 Sample"	"Abundance F20 Sample"	"Abundance F21 Sample"	"Abundance F22 Sample"	"Abundance F23 Sample"	"Abundance F24 Sample"	"Abundance F25 Sample"	"Abundance F26 Sample"	"Abundance F27 Sample"	"Abundance F28 Sample"	"Abundance F29 Sample"	"Abundance F30 Sample"	"Abundance F31 Sample"	"Abundance F32 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Found in Sample in S5 F5 Sample"	"Found in Sample in S6 F6 Sample"	"Found in Sample in S7 F7 Sample"	"Found in Sample in S8 F8 Sample"	"Found in Sample in S9 F9 Sample"	"Found in Sample in S10 F10 Sample"	"Found in Sample in S11 F11 Sample"	"Found in Sample in S12 F12 Sample"	"Found in Sample in S13 F13 Sample"	"Found in Sample in S14 F14 Sample"	"Found in Sample in S15 F15 Sample"	"Found in Sample in S16 F16 Sample"	"Found in Sample in S17 F17 Sample"	"Found in Sample in S18 F18 Sample"	"Found in Sample in S19 F19 Sample"	"Found in Sample in S20 F20 Sample"	"Found in Sample in S21 F21 Sample"	"Found in Sample in S22 F22 Sample"	"Found in Sample in S23 F23 Sample"	"Found in Sample in S24 F24 Sample"	"Found in Sample in S25 F25 Sample"	"Found in Sample in S26 F26 Sample"	"Found in Sample in S27 F27 Sample"	"Found in Sample in S28 F28 Sample"	"Found in Sample in S29 F29 Sample"	"Found in Sample in S30 F30 Sample"	"Found in Sample in S31 F31 Sample"	"Found in Sample in S32 F32 Sample"	"Number of Protein Groups"	"Modifications"
"-3377429181519380660"	"False"	"High"	"None"	"V9GYJ7"	"Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=8"	"0.006"	"False"	"2.506"	"7"	"1"	"2"	"1"	"125"	"14.1"	"9.61"	"1.64"	"1"	"0"	""	""	""	""	""	"493.0"	""	""	"154.2"	""	""	"635.8"	"901.8"	""	"63.7"	""	"191.0"	""	""	"249.7"	""	""	""	""	""	""	""	""	"510.9"	""	""	""	""	""	""	""	""	"1196685.87525698"	""	""	"374212.027240652"	""	""	"1543219.64518418"	"2189093.29637247"	""	"154507.939913432"	""	"463531.186438105"	""	""	"606130.165185638"	""	""	""	""	""	""	""	""	"1240135.00946151"	""	""	""	""	""	""	""	""	"200081.796875"	""	""	"115862.0625"	""	""	"289935.40625"	"603058"	""	"15613.5556640625"	""	"197227.265625"	""	""	"114069.59375"	""	""	""	""	""	""	""	""	"774479.125"	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"8826399416161485801"	"False"	"High"	"None"	"Q5SX86"	"Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=1"	"0.006"	"False"	"2.506"	"6"	"1"	"2"	"1"	"155"	"17.8"	"9.00"	"1.64"	"1"	"0"	""	""	""	""	""	"493.0"	""	""	"154.2"	""	""	"635.8"	"901.8"	""	"63.7"	""	"191.0"	""	""	"249.7"	""	""	""	""	""	""	""	""	"510.9"	""	""	""	""	""	""	""	""	"1196685.87525698"	""	""	"374212.027240652"	""	""	"1543219.64518418"	"2189093.29637247"	""	"154507.939913432"	""	"463531.186438105"	""	""	"606130.165185638"	""	""	""	""	""	""	""	""	"1240135.00946151"	""	""	""	""	""	""	""	""	"200081.796875"	""	""	"115862.0625"	""	""	"289935.40625"	"603058"	""	"15613.5556640625"	""	"197227.265625"	""	""	"114069.59375"	""	""	""	""	""	""	""	""	"774479.125"	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"3205610218636437425"	"False"	"High"	"None"	"V9GYF8"	"Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=1"	"0.006"	"False"	"2.506"	"7"	"1"	"2"	"1"	"130"	"14.9"	"9.41"	"1.64"	"1"	"0"	""	""	""	""	""	"493.0"	""	""	"154.2"	""	""	"635.8"	"901.8"	""	"63.7"	""	"191.0"	""	""	"249.7"	""	""	""	""	""	""	""	""	"510.9"	""	""	""	""	""	""	""	""	"1196685.87525698"	""	""	"374212.027240652"	""	""	"1543219.64518418"	"2189093.29637247"	""	"154507.939913432"	""	"463531.186438105"	""	""	"606130.165185638"	""	""	""	""	""	""	""	""	"1240135.00946151"	""	""	""	""	""	""	""	""	"200081.796875"	""	""	"115862.0625"	""	""	"289935.40625"	"603058"	""	"15613.5556640625"	""	"197227.265625"	""	""	"114069.59375"	""	""	""	""	""	""	""	""	"774479.125"	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-4429018472930063257"	"False"	"High"	"None"	"Q5SX90"	"Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=1"	"0.006"	"False"	"2.506"	"6"	"1"	"2"	"1"	"148"	"16.8"	"9.73"	"1.64"	"1"	"0"	""	""	""	""	""	"493.0"	""	""	"154.2"	""	""	"635.8"	"901.8"	""	"63.7"	""	"191.0"	""	""	"249.7"	""	""	""	""	""	""	""	""	"510.9"	""	""	""	""	""	""	""	""	"1196685.87525698"	""	""	"374212.027240652"	""	""	"1543219.64518418"	"2189093.29637247"	""	"154507.939913432"	""	"463531.186438105"	""	""	"606130.165185638"	""	""	""	""	""	""	""	""	"1240135.00946151"	""	""	""	""	""	""	""	""	"200081.796875"	""	""	"115862.0625"	""	""	"289935.40625"	"603058"	""	"15613.5556640625"	""	"197227.265625"	""	""	"114069.59375"	""	""	""	""	""	""	""	""	"774479.125"	""	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"6488855965708197639"	"False"	"High"	"IsMasterProtein"	"P14618"	"Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4"	"0.000"	"False"	"119.656"	"44"	"19"	"128"	"1"	"531"	"57.9"	"7.84"	"231.36"	"19"	"0"	""	"396.7"	""	""	""	""	""	"563.8"	"94.0"	"272.4"	"152.3"	""	"355.0"	"1053.4"	""	"66.9"	""	""	""	""	""	""	""	""	""	""	""	""	"245.5"	""	""	""	""	"899870.15886099"	""	""	""	""	""	"1278958.38263694"	"213304.058082048"	"617852.456394163"	"345508.332797767"	""	"805349.872471258"	"2389716.33856958"	""	"151752.56927137"	""	""	""	""	""	""	""	""	""	""	""	""	"556804.203028949"	""	""	""	""	"132323.890625"	""	""	""	""	""	"382810.3125"	"66042.3671875"	"275967.59375"	"138812.1875"	""	"221860.203125"	"162134.9375"	""	"149181.25"	""	""	""	""	""	""	""	""	""	""	""	""	"347730.875"	""	""	""	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"4013601887778034513"	"False"	"High"	"None"	"H3BQZ3"	"Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1"	"0.000"	"False"	"6.094"	"16"	"1"	"9"	"0"	"69"	"7.5"	"6.49"	"12.44"	"1"	"0"	"70.1"	"98.8"	"76.4"	""	"46.8"	""	"134.7"	"288.3"	"98.5"	"68.5"	"70.9"	"149.6"	"342.2"	""	""	"88.7"	""	"52.4"	"67.1"	""	"79.5"	""	"60.2"	""	""	"109.5"	"217.5"	"769.2"	"178.7"	"66.0"	""	"66.3"	"980290.380392894"	"1382929.94608625"	"1069625.38880635"	""	"654952.125"	""	"1884940.88024203"	"4034936.92327997"	"1378176.645702"	"959017.165852389"	"992816.851382453"	"2093588.50529633"	"4788296.73695587"	""	""	"1240557.06801242"	""	"733609.666199508"	"938519.288668608"	""	"1112105.67915834"	""	"842359.207004617"	""	""	"1532860.4828887"	"3044199.07007783"	"10763853.9559332"	"2501084.67288543"	"922874.934727108"	""	"927764.057153701"	"494691.84375"	"203356.75"	"216218.390625"	""	"654952.125"	""	"657035.0625"	"1207713.625"	"426705.65625"	"428350.90625"	"398876.28125"	"393337.03125"	"1319094.375"	""	""	"1219536.875"	""	"137324.5"	"281108.59375"	""	"406225.90625"	""	"326159.53125"	""	""	"1420292.5"	"698447.6875"	"7377887"	"1561957.25"	"720709.625"	""	"122306.5234375"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"2"	""
"4077166872016077826"	"False"	"High"	"None"	"H3BN34"	"Pyruvate kinase PKM (Fragment) OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=8"	"0.000"	"False"	"6.094"	"22"	"1"	"9"	"0"	"51"	"5.6"	"6.23"	"12.44"	"1"	"0"	"70.1"	"98.8"	"76.4"	""	"46.8"	""	"134.7"	"288.3"	"98.5"	"68.5"	"70.9"	"149.6"	"342.2"	""	""	"88.7"	""	"52.4"	"67.1"	""	"79.5"	""	"60.2"	""	""	"109.5"	"217.5"	"769.2"	"178.7"	"66.0"	""	"66.3"	"980290.380392894"	"1382929.94608625"	"1069625.38880635"	""	"654952.125"	""	"1884940.88024203"	"4034936.92327997"	"1378176.645702"	"959017.165852389"	"992816.851382453"	"2093588.50529633"	"4788296.73695587"	""	""	"1240557.06801242"	""	"733609.666199508"	"938519.288668608"	""	"1112105.67915834"	""	"842359.207004617"	""	""	"1532860.4828887"	"3044199.07007783"	"10763853.9559332"	"2501084.67288543"	"922874.934727108"	""	"927764.057153701"	"494691.84375"	"203356.75"	"216218.390625"	""	"654952.125"	""	"657035.0625"	"1207713.625"	"426705.65625"	"428350.90625"	"398876.28125"	"393337.03125"	"1319094.375"	""	""	"1219536.875"	""	"137324.5"	"281108.59375"	""	"406225.90625"	""	"326159.53125"	""	""	"1420292.5"	"698447.6875"	"7377887"	"1561957.25"	"720709.625"	""	"122306.5234375"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"2"	""
"9194587147899025830"	"False"	"High"	"None"	"P30613"	"Pyruvate kinase PKLR OS=Homo sapiens OX=9606 GN=PKLR PE=1 SV=2"	"0.000"	"False"	"5.829"	"2"	"1"	"16"	"0"	"574"	"61.8"	"7.74"	"38.04"	"1"	"0"	"65.8"	"62.9"	"59.1"	""	"40.8"	""	"144.4"	"243.2"	"126.7"	"115.7"	"178.3"	"105.9"	"376.0"	""	"9.0"	"94.7"	"49.9"	""	"75.8"	""	"62.2"	""	"44.7"	""	""	"91.9"	"142.4"	"818.5"	"157.9"	"65.4"	""	"68.8"	"1318408.76073715"	"1260373.78170343"	"1185825.25356034"	""	"818092.6875"	""	"2894857.02739828"	"4876132.18206156"	"2539731.59136074"	"2319840.20900222"	"3575049.19370616"	"2122988.06646212"	"7538003.56327922"	""	"180984.238506311"	"1897628.46351915"	"1000292.21734783"	""	"1519863.77940322"	""	"1246395.10042376"	""	"897070.7627735"	""	""	"1841573.0157165"	"2855185.80421653"	"16409954.5824475"	"3165349.99126235"	"1311282.75085127"	""	"1380161.86658842"	"665319.25"	"185335.140625"	"239707.5"	""	"818092.6875"	""	"1009062.1875"	"1459495.25"	"786341.75"	"1036170.875"	"1436319.625"	"398860.53125"	"2076591.875"	""	"18289.076171875"	"1865474.75"	"425613"	""	"455234.9375"	""	"455278.65625"	""	"347343.71875"	""	""	"1706334.25"	"655081.3125"	"11247903.5"	"1976798.875"	"1024032.6875"	""	"181945.828125"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"2"	""
"-7309899908815227947"	"False"	"High"	"None"	"H3BR70"	"Pyruvate kinase OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1"	"0.000"	"False"	"73.721"	"40"	"12"	"67"	"2"	"366"	"40.2"	"8.03"	"125.58"	"12"	"0"	"46.4"	"105.6"	"69.7"	""	"28.6"	"36.3"	"91.6"	"260.4"	"84.6"	"107.6"	"125.1"	"85.3"	"275.2"	"22.4"	"51.7"	"108.7"	"27.8"	"10.5"	"90.5"	"6.0"	"71.4"	"20.5"	"39.8"	"13.9"	"17.4"	"127.8"	"173.0"	"851.8"	"147.4"	"62.8"	"3.5"	"36.7"	"3464194.16303901"	"7880963.89647521"	"5199683.80680795"	""	"2131150.40820313"	"2706488.55930322"	"6836344.37877454"	"19430814.8881112"	"6308834.448382"	"8027337.58595556"	"9335734.06798494"	"6362555.87448523"	"20529404.6125646"	"1668689.65419626"	"3855268.0895629"	"8112274.8254664"	"2077192.43999608"	"783743.76573023"	"6753868.36622665"	"444008.192100702"	"5326613.9327997"	"1531287.21051228"	"2969332.4169365"	"1039355.25193544"	"1295417.03809275"	"9533961.82626944"	"12909726.6735914"	"63547040.5350458"	"10999096.0629736"	"4681935.80061291"	"261139.567593115"	"2735467.67450562"	"1748164.25"	"1158878.08300781"	"1051085.05859375"	""	"2131150.40820313"	"452515.65625"	"2382948.984375"	"5815917.40625"	"1953316.6171875"	"3585459.62695313"	"3750745.046875"	"1195377.6171875"	"5655502.078125"	"113215.484375"	"389588.0234375"	"7974819.171875"	"883821.837890625"	"146709.109375"	"2022942.375"	"83559.3359375"	"1945686.109375"	"255677.487548828"	"1149718.625"	"233478.71875"	"135169.21875"	"8833820.578125"	"2961951.0859375"	"43557157.703125"	"6869066.859375"	"3656309.28759766"	"49418.96875"	"360614.8984375"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"1"	""
"-7484527402973433711"	"False"	"High"	"None"	"H3BQ34"	"Pyruvate kinase OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1"	"0.000"	"False"	"73.484"	"49"	"11"	"67"	"0"	"281"	"30.7"	"6.95"	"125.88"	"11"	"0"	"34.1"	"198.3"	"43.6"	"11.9"	"29.3"	"59.9"	"100.4"	"330.7"	"68.0"	"90.3"	"76.7"	"76.1"	"231.8"	"56.0"	"80.3"	"91.5"	"6.1"	"26.9"	"108.5"	"17.7"	"32.6"	"25.9"	"39.5"	"13.4"	"22.7"	"77.4"	"106.1"	"413.4"	"503.6"	"67.6"	"33.7"	"126.0"	"1914198.07539389"	"11132453.3723391"	"2445473.82551079"	"669397.778444402"	"1646828.96875"	"3362083.08063953"	"5637102.82000917"	"18567802.5366469"	"3819323.6965889"	"5072576.50440092"	"4305644.1534921"	"4275254.18836771"	"13017075.9543281"	"3142114.59091962"	"4506448.02317825"	"5139133.69139722"	"344674.318605664"	"1512035.31008912"	"6092951.86689403"	"995494.263963856"	"1830544.79629516"	"1452039.63150791"	"2215591.15826879"	"751083.30145248"	"1276511.15475816"	"4346154.42294987"	"5959326.52706276"	"23212789.8771402"	"28275646.7797085"	"3793073.05732686"	"1891247.70356435"	"7074224.8851436"	"965977.21875"	"1637002.32519531"	"494337.943359375"	"43620.14453125"	"1646828.96875"	"562128.82421875"	"1964928.578125"	"5557605.6171875"	"1182524.046875"	"2265697.4453125"	"1729845.0625"	"803221.734375"	"3585983.203125"	"213182.85546875"	"455391.982421875"	"5052055.40625"	"146655.015625"	"283038.109375"	"1824982.34375"	"187345.28125"	"668654.7265625"	"242445.598876953"	"857871.7578125"	"168721.875"	"133196.5"	"4026987.84375"	"1367281.75"	"15910782.640625"	"17658479.125"	"2962161.13134766"	"357906.356445313"	"932590.3984375"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"2"	""
"1290222976829783458"	"False"	"High"	"None"	"B4DNK4"	"Pyruvate kinase OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1"	"0.000"	"False"	"97.815"	"42"	"15"	"97"	"1"	"457"	"49.9"	"7.83"	"169.84"	"15"	"0"	""	"396.7"	""	""	""	""	""	"563.8"	"94.0"	"272.4"	"152.3"	""	"355.0"	"1053.4"	""	"66.9"	""	""	""	""	""	""	""	""	""	""	""	""	"245.5"	""	""	""	""	"899870.15886099"	""	""	""	""	""	"1278958.38263694"	"213304.058082048"	"617852.456394163"	"345508.332797767"	""	"805349.872471258"	"2389716.33856958"	""	"151752.56927137"	""	""	""	""	""	""	""	""	""	""	""	""	"556804.203028949"	""	""	""	""	"132323.890625"	""	""	""	""	""	"382810.3125"	"66042.3671875"	"275967.59375"	"138812.1875"	""	"221860.203125"	"162134.9375"	""	"149181.25"	""	""	""	""	""	""	""	""	""	""	""	""	"347730.875"	""	""	""	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"5371545398013234164"	"False"	"High"	"None"	"H3BTJ2"	"Pyruvate kinase (Fragment) OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1"	"0.000"	"False"	"32.754"	"39"	"6"	"48"	"0"	"168"	"18.5"	"7.09"	"86.14"	"6"	"0"	"37.3"	"203.9"	"45.3"	"13.1"	"27.9"	"65.6"	"100.8"	"271.0"	"58.3"	"75.5"	"70.6"	"83.4"	"234.7"	"61.3"	"86.3"	"78.3"	"6.7"	"29.5"	"118.8"	"19.4"	"24.4"	"27.9"	"40.4"	"14.6"	"24.9"	"75.1"	"116.2"	"388.8"	"551.3"	"73.8"	"36.9"	"137.9"	"1914198.07539389"	"10458372.8115261"	"2324886.04874077"	"669397.778444402"	"1431331.75"	"3362083.08063953"	"5170348.66788335"	"13900617.8506735"	"2989227.88174692"	"3873927.41470788"	"3619693.68440761"	"4275254.18836771"	"12035193.3000597"	"3142114.59091962"	"4424413.57673087"	"4016620.14630187"	"344674.318605664"	"1512035.31008912"	"6092951.86689403"	"995494.263963856"	"1253669.83650559"	"1431919.19244419"	"2074006.7253081"	"751083.30145248"	"1276511.15475816"	"3852645.01416519"	"5959326.52706276"	"19942020.0773258"	"28275646.7797085"	"3786913.16216576"	"1891247.70356435"	"7074224.8851436"	"965977.21875"	"1537880.2890625"	"469961.84375"	"43620.14453125"	"1431331.75"	"562128.82421875"	"1802231.78125"	"4160651.3046875"	"925513.03125"	"1730313.46875"	"1454256.09375"	"803221.734375"	"3315491.21875"	"213182.85546875"	"447102.12109375"	"3948561.90625"	"146655.015625"	"283038.109375"	"1824982.34375"	"187345.28125"	"457935.9453125"	"239086.109375"	"803050.59375"	"168721.875"	"133196.5"	"3569720.0625"	"1367281.75"	"13668893.25"	"17658479.125"	"2957350.625"	"357906.356445313"	"932590.3984375"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"2"	""
